,topic,comment
1072,7,I hate when people don’t listen he stood strong on foreign policy on economy Biden Obamah fundedIran which funded hamas how can she say he can’t stop war there shouldn’t be 2 wars 13 marines shouldn’t have died listen people pay attention abortion should not be birth control that’s bs take birth control be responsible
1073,-1,Trump is out there every day telling his plan those monitors didn’t give him a chance she lied about everything he does not he doesn’t have to his record is great
1074,-1,"President Trump won the debate despite the negativity and everyone heard Kamala's lies, people know. Kamala Harris stated on national televised debate that ""we're not going back"" to lower priced groceries and gasoline.Foreclosures, bankruptcies, all-time high credit card debt, border safety issues, homelessness, inflation, war and worse is what voters will get more of with Kamala Harris.Friend & I recently drove by some our city's homeless who were baiting birds with small pieces of bread, throwing rocks at the birds & cooking them to eat. President Trump was courageous for addressing the cats/dog report. Homelessness has doubled under Harris. People gotta eat and poverty is not some joke."
1075,14,He had great economy
1076,-1,Trump had great border when he was in
1077,31,The entire country will be like Springfield Ohio under Harris. She will let tens of millions more illegals in. That's a minimum.
1078,-1,Trump Vance 2024
1079,5,"If you are Undecided at this point, leave the vote for President box blank on your ballot."
1080,-1,they are just scared to go on record thats all
1081,-1,"How can someone with normal sense Vote for Kamala with zero leadership policy only lie, propaganda and sentiment. With kamala America will collapse economically, national and international. Kamala has zero leadership upstairs her head. America wake up save your country and yourself Vote Trump 2024"
1082,10,Only one has a plan. Hopefully that will reach voters like these. The debate is more a show of character which one was clearly the winner.
1083,-1,"WTH is even thinking about voting for a rapist, fraud, felon, top secret documents thief and traitor who ran the deficit up 8 trillion dollars, to say the very least. Any woman, veteran or minority who would vote for Trump, (the stupidest President who can’t even complete a sentence, wears diapers is in cognitive decline and plans to dismantle our government), is out of their minds or totally ignorant on what’s really going on. Go read Project 2025."
1084,0,I WAS BETTER OFF WITH TRUMP HIS RECORD SPEAKS FOR ITSELF LIKE HIM OR HATE HIM HE DOES WHAT HE SAYS HARRIS DIDN'T ANSWER ANY QUESTIONS TRUMP ROCK IT TRUMP 2024 CALIFORNIA BABY 😂😂
1085,10,The Country wants another Debate!!!
1086,7,I’m still convinced the American voter are complete morons and have adhd when it comes to issues at hand. They need to stop eating junk food and allow their bodies to detoxify before they make irrational choices for the future. A letter grade of a “C” to someone responsible for the border that hasn’t done anything to prevent this country from being invaded is irrational and dangerous.
1087,0,"Oh lawd. Anyone who doesn’t know at this point, they need help. And anyone who votes Harris needs help. Because we’re in TROUBLE here, and the ONLY one to get us out of it is TRUMP. He did it before and he can do it again, and he WILL do it again. And just because he didn’t share his plan on stopping wars, doesn’t mean he doesn’t have one. If he shared that with the people, it would be all over the world. That would just be STUPID. He’s not a stupid man."
1088,16,I love the statement that men should stay out of a womans body. LOL If that were to happen then you wouldn't be needing to get an abortion. How about women and men get back to not having sex and that way women wouldn't need to make a judgement that she might regret later in life. GOD gave us the ability to create and set one of the commandments Thou shalt not murder. So today IMHO it seems women are choosing to break that commandment rather then to create. I guess having sex is something people don't really think about what the end results of a short bit of pleasure can or might turn into. IMHO
1089,9,Trump❤❤❤❤❤❤
1090,16,Men should not stay out of women’s bodies.
1091,5,She is not undecided
1092,-1,"Assult wepons dont exist. It is a thing. Kane killed Able with an Assult rock. Assult is an addictive, not a noun."
1093,-1,They must’ve searched far and wide for the two DUMBEST people in Michigan. 🤦🏻‍♂️
1094,16,Men out of womens body? But men are in the body to make the baby..
1095,5,"Very skeptical of anyone who says they are undecided at this point. For the less than 1% who might actually be undecided, legal and constitutional scholars say that it's better to not vote. Just vote down ballot if you are familiar with the candidates and issues. Skip any that you aren't sure about."
1096,1,"I was disappointed neither was more specific in many answers, and dodged some entirely, but I wonder how much the time limits they had played into that? 1 minute isn't enough time to explain the whole, ""defund the police,"" thing, e.g. SO MUCH goes into that....I dunno. I also think Kamala has been a candidate for like a month, while Trump has had 3.5 years to carve out specific positions, so I take that into account as well........"
1097,20,"That's it, non-sense!"
1098,-1,I don’t blame Trump one bit for not wanting to give away the details of how he would put an end to the wars. The last thing you would want to do in that situation is to give your enemy a heads up on your plans for war or to end war or anything related to it. I would hope everyone from either side would understand this
1099,5,It’s quite clear that most undecided voters are utterly confused and misinformed.
1100,2,"They said that there’s no evidence that pets are being eaten but the people that actually live in Springfield have seen their lost pets hung in yards like deer, That sounds like pretty good evidence to me."
1101,3,"If her lips are moving, she is lying."
1102,7,Is it just me or is anybody else tired of these illegal filthy violent immigrants ruining my country? Please there has to be someone out there
1103,12,عاشق کالاهاما شدم ❤
1104,9,Hot dogs 🐕😮😛
1105,0,Trump ran into Harris traps! You thank that wasn't intentional? Thanks!
1106,1,What is Kamala plan? Does anyone know 🤔. Because she doesn't.
1107,-1,If you vote for Kamala (a current sitting vice president) expecting to see all these changes she’s talking about. You’re a special kind of stupid.
1108,2,"There are many YouTubers going to Ohio and interviewing people about these cats & dogs being eaten, I just watched a news video of a woman covered in blood after killing and eating a cat being arrested"
1109,1,"Kamala dangerous for America ,only Trump nationalist america"
1110,2,Why my dog and cat go kissing then huh?
1111,9,P
1112,-1,"why did the so called press keep ""fact check"" Trump but not kamela? You guys are a bunch of one sided idiots who will help elect a person who is not qualitied like you did when biden was elected. No wonder the press is hated !"
1113,1,"President Trump, we want you back, we are an Iranian, Minuseh Kamala Harris was nothing"
1114,8,Trump 💯 JESUS CHRIST HELP US BLESS THE USAPSS IF YOU'RE LYING WE KNOW JESUS 💯 KNOWS THE KINGDOM OF GOD KNOWS IN THE MIGHTY NAME OF JESUS WHO TOOK AWAY THE SINS OF THE WORLD DYING ON THE CROSS ✝️ OF CALVARY JESUS IS THE WAY THE TRUTH AND THE LIFE THE LIGHT OF THIS WORLD THE LIGHT SCARES DARKNESS CHRISTIAN'S WHO ARE SAVED FROM SPIRITUAL DEATHFILLED WITH THE HOLY SPIRIT IS ALWAYS WITH US 💯 AMEN 🙏 ❤🎉❤🎉
